EventId,EventTemplate,Occurrences
a7cbdcfa,Mozilla/<*>.<*> (Macintosh; Intel Mac OS X <*> <*> Gecko/<*> <*>,126
8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,727
ee44e5e2,WordPress/<*>.<*>.<*>; <*>,55
23497c84,Mozilla/<*>.<*> (compatible; <*> <*>,137
81546f84,"Mozilla/<*>.<*> (Linux; Android <*>.<*>.<*>; Nexus 5X Build/MMB29P) AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Mobile Safari/<*>.<*> (compatible; Googlebot/<*>.<*>; +http://www.google.com/bot.html)",64
336d5ebc,-,10
5d612ed7,Mozilla/<*>.<*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,45
dad68822,"Mozilla/<*>.<*> <*> <*> <*> <*> (KHTML, like Gecko) <*> Safari/<*>.<*>",408
ebc120b7,WordPress/<*>.<*>; http://cityspin.net,4
e646b8d3,"Mozilla/<*>.<*> (Windows NT <*>.<*>; WOW64) <*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*>",85
3a27c588,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows <*> <*>,6
622b702f,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows NT <*>.<*>; SV1),6
7760a983,"Mozilla/<*>.<*> (Windows NT <*>.<*>; Win64; x64) AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*>",605
5274c8e2,"Mozilla/<*>.<*> (Macintosh; Intel Mac OS X <*> <*> (KHTML, like Gecko) <*> <*>",92
580df61c,HTTP Banner Detection (https://security.ipip.net),1
5284b579,Mozilla/<*>.<*> (Windows NT <*>.<*>; WOW64; <*> Gecko/<*> <*>,7
1619f2ce,"Mozilla/<*>.<*> (compatible; DotBot/<*>.<*>; http://www.opensiteexplorer.org/dotbot, help@moz.com)",12
bdce0741,Mozilla/<*>.<*> (Windows; U; Windows NT <*>.<*>; en-US; rv:<*>) Gecko/<*> Firefox/<*>.<*>.<*> (.NET CLR <*>.<*>.<*>; .NET CLR <*>.<*>.<*>; .NET CLR <*>.<*>.<*>; .NET CLR <*>.<*>.<*>),236
b7b06ba1,"Mozilla/<*>.<*> (Windows NT <*>.<*>; WOW64; x64) AppleWebKit/<*>.<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*> OPR<*>",5
5b25848e,Mozilla/<*>.<*> (Windows NT <*>.<*>; <*> Gecko/<*> <*>,366
